"workerid","rt","trial_type","trial_num","targetSentence","log_dayrate","interval","observationSentence","past","item","condition","ntimes","dayrate","utt","utt_interval"
12,7444,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Derrick bought his own groceries this week.""",-1.94591014906,"week","Derrick bought his own groceries this week.","bought their own groceries","buy their own groceries","communication",1,0.142857142857,"Derrick bought his own groceries this week.",week
12,5648,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""Angela drove a car today.""",-1.94591014906,"week","Angela drove a car today.","drove a car","drive a car","communication",1,0.142857142857,"Angela drove a car today.",day
12,6278,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Eric used a cell phone today.""",-1.94591014906,"week","Eric used a cell phone today.","used a cell phone","use a cell phone","communication",1,0.142857142857,"Eric used a cell phone today.",day
12,6126,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Laura wore tie-dye today.""",-1.94591014906,"week","Laura wore tie-dye today.","wore tie-dye","wear tie-dye","communication",1,0.142857142857,"Laura wore tie-dye today.",day
12,8480,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Stephanie ate breakfast today.""",-1.94591014906,"week","Stephanie ate breakfast today.","ate breakfast","eat breakfast","communication",1,0.142857142857,"Stephanie ate breakfast today.",day
12,4339,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Sophia drank coffee today.""",-1.94591014906,"week","Sophia drank coffee today.","drank coffee","drink coffee","communication",1,0.142857142857,"Sophia drank coffee today.",day
12,5923,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Alicia wore a shirt today.""",-1.94591014906,"week","Alicia wore a shirt today.","wore a shirt","wear a shirt","communication",1,0.142857142857,"Alicia wore a shirt today.",day
12,3902,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Kelly went outside today.""",-1.94591014906,"week","Kelly went outside today.","went outside","go outside","communication",1,0.142857142857,"Kelly went outside today.",day
12,6078,"propensity_judgment",24,"You overhear two friends talking. <br>One of them says to the other, ""Hillary went to a Renaissance fair this year.""",-7.50933526602,"5 years","Hillary went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.000547945205479,"Hillary went to a Renaissance fair this year.",year
12,14749,"propensity_judgment",25,"You overhear two friends talking. <br>One of them says to the other, ""Claire washed her hair this week.""",-1.94591014906,"week","Claire washed her hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Claire washed her hair this week.",week
13,19884,"propensity_judgment",1,"You overhear two friends talking. <br>One of them says to the other, ""Monica drove a car today.""",-2.7080502011,"month","Monica drove a car today.","drove a car","drive a car","communication",2,0.0666666666667,"Monica drove a car today.",day
13,12253,"propensity_judgment",2,"You overhear two friends talking. <br>One of them says to the other, ""Daniel wore glasses today.""",-0.559615787935,"week","Daniel wore glasses today.","wore glasses","wear glasses","communication",4,0.571428571429,"Daniel wore glasses today.",day
13,8469,"propensity_judgment",3,"You overhear two friends talking. <br>One of them says to the other, ""Kelly washed her hair this week.""",-1.94591014906,"week","Kelly washed her hair this week.","washed their hair","wash their hair","communication",1,0.142857142857,"Kelly washed her hair this week.",week
13,6348,"propensity_judgment",4,"You overhear two friends talking. <br>One of them says to the other, ""Martin changed his bedsheets this week.""",-3.40119738166,"month","Martin changed his bedsheets this week.","changed their bedsheets","change their bedsheets","communication",1,0.0333333333333,"Martin changed his bedsheets this week.",week
13,5943,"propensity_judgment",5,"You overhear two friends talking. <br>One of them says to the other, ""Crystal wore tie-dye today.""",-0.559615787935,"week","Crystal wore tie-dye today.","wore tie-dye","wear tie-dye","communication",4,0.571428571429,"Crystal wore tie-dye today.",day
13,6389,"propensity_judgment",6,"You overhear two friends talking. <br>One of them says to the other, ""Christopher took a vacation this year.""",-5.89989735358,"year","Christopher took a vacation this year.","took a vacation","take a vacation","communication",1,0.0027397260274,"Christopher took a vacation this year.",year
13,6120,"propensity_judgment",7,"You overhear two friends talking. <br>One of them says to the other, ""Hillary went outside today.""",-0.559615787935,"week","Hillary went outside today.","went outside","go outside","communication",4,0.571428571429,"Hillary went outside today.",day
13,13228,"propensity_judgment",8,"You overhear two friends talking. <br>One of them says to the other, ""Stephanie paid her taxes this year.""",-5.89989735358,"year","Stephanie paid her taxes this year.","paid their taxes","pay their taxes","communication",1,0.0027397260274,"Stephanie paid her taxes this year.",year
13,6651,"propensity_judgment",9,"You overhear two friends talking. <br>One of them says to the other, ""Gabriel wore a hat today.""",-1.2527629685,"week","Gabriel wore a hat today.","wore a hat","wear a hat","communication",2,0.285714285714,"Gabriel wore a hat today.",day
13,7512,"propensity_judgment",10,"You overhear two friends talking. <br>One of them says to the other, ""Ronald ate meat today.""",-0.336472236621,"week","Ronald ate meat today.","ate meat","eat meat","communication",5,0.714285714286,"Ronald ate meat today.",day
13,5933,"propensity_judgment",11,"You overhear two friends talking. <br>One of them says to the other, ""Julia had a birthday party this year.""",-5.89989735358,"year","Julia had a birthday party this year.","had a birthday party","have a birthday party","communication",1,0.0027397260274,"Julia had a birthday party this year.",year
13,4651,"propensity_judgment",12,"You overhear two friends talking. <br>One of them says to the other, ""Nicole used a cell phone today.""",-0.559615787935,"week","Nicole used a cell phone today.","used a cell phone","use a cell phone","communication",4,0.571428571429,"Nicole used a cell phone today.",day
13,4280,"propensity_judgment",13,"You overhear two friends talking. <br>One of them says to the other, ""William drank coffee today.""",-0.336472236621,"week","William drank coffee today.","drank coffee","drink coffee","communication",5,0.714285714286,"William drank coffee today.",day
13,3747,"propensity_judgment",14,"You overhear two friends talking. <br>One of them says to the other, ""Alicia ate pasta today.""",-1.2527629685,"week","Alicia ate pasta today.","ate pasta","eat pasta","communication",2,0.285714285714,"Alicia ate pasta today.",day
13,5469,"propensity_judgment",15,"You overhear two friends talking. <br>One of them says to the other, ""Jessica wore a shirt today.""",-0.559615787935,"week","Jessica wore a shirt today.","wore a shirt","wear a shirt","communication",4,0.571428571429,"Jessica wore a shirt today.",day
13,3782,"propensity_judgment",16,"You overhear two friends talking. <br>One of them says to the other, ""Stephen went skiing this year.""",-5.89989735358,"year","Stephen went skiing this year.","went skiing","go skiing","communication",1,0.0027397260274,"Stephen went skiing this year.",year
13,4282,"propensity_judgment",17,"You overhear two friends talking. <br>One of them says to the other, ""John drank lemonade today.""",-0.847297860387,"week","John drank lemonade today.","drank lemonade","drink lemonade","communication",3,0.428571428571,"John drank lemonade today.",day
13,10952,"propensity_judgment",18,"You overhear two friends talking. <br>One of them says to the other, ""Brian took dance lessons this week.""",-2.7080502011,"month","Brian took dance lessons this week.","took dance lessons","take dance lessons","communication",2,0.0666666666667,"Brian took dance lessons this week.",week
13,6247,"propensity_judgment",19,"You overhear two friends talking. <br>One of them says to the other, ""Stephen went to a Renaissance fair this year.""",-5.89989735358,"year","Stephen went to a Renaissance fair this year.","went to a Renaissance fair","go to Renaissance fairs","communication",1,0.0027397260274,"Stephen went to a Renaissance fair this year.",year
13,5341,"propensity_judgment",20,"You overhear two friends talking. <br>One of them says to the other, ""Ashley washed her dishes today.""",-0.336472236621,"week","Ashley washed her dishes today.","washed their dishes","wash their dishes","communication",5,0.714285714286,"Ashley washed her dishes today.",day
13,3825,"propensity_judgment",21,"You overhear two friends talking. <br>One of them says to the other, ""Melinda exercised this month.""",-3.40119738166,"month","Melinda exercised this month.","exercised","exercise","communication",1,0.0333333333333,"Melinda exercised this month.",month
13,6095,"propensity_judgment",22,"You overhear two friends talking. <br>One of them says to the other, ""Rebecca ate breakfast today.""",-0.336472236621,"week","Rebecca ate breakfast today.","ate breakfast","eat breakfast","communication",5,0.714285714286,"Rebecca ate breakfast today.",day
13,4578,"propensity_judgment",23,"You overhear two friends talking. <br>One of them says to the other, ""Elisa wore shoes today.""",-0.336472236621,"week","Elisa wore shoes today.","wore shoes","wear shoes","communication",5,0.714285714286,"Elisa wore shoes today.",day
